,0
0,1.1111380814703673
1,0.22540940784583596
2,1.096010650018229
3,-0.6732241529724572
4,0.03935405114340427
5,0.15597181929182952
6,-0.7786387417542391
7,0.3959304265133842
8,1.0366776355734484
9,-2.0847291452625876
10,0.26659803296146684
11,-2.0904413741427454
12,-0.846731669063133
13,-0.575095342315407
14,-0.07125290721109288
15,0.47958791211081514
16,0.28042354105801576
17,0.32173929770222665
18,-1.51207453323041
19,0.7229410118758643
20,-2.264759331569143
21,-0.6277646675595719
22,0.7774897010323966
23,1.9189971100995042
24,1.2303437418849317
25,0.11494524926013103
26,0.8131892837362031
27,-0.6776563961045429
28,0.4060562237205798
29,1.1507149716079397
30,-0.9762398368095742
31,-1.3127761051806632
32,-0.12105940896057468
33,-0.5911687171592046
34,-0.8721186238194923
35,-0.4895521225216379
36,0.5169818597126771
37,-0.8401507499305831
38,0.3091877372546472
39,-0.08643662089794234
40,0.5699612305130866
41,1.641753680288403
42,1.0981248840268312
43,-1.2359353963690753
44,-1.5816789325331104
45,-1.1420727973309424
46,-1.412786968828445
47,1.0799830237460113
48,-0.8066403154860435
49,-0.1828392226938613
50,-1.5277573359844503
51,-0.3494322011060257
52,-0.929142831368816
53,-0.001240707714608866
54,-0.6185351186187523
55,-1.3086114146654695
56,1.088668378640094
57,1.9573412817698512
58,1.6828491202938274
59,1.2282432574350957
60,1.4221734664155115
61,0.36268587463926194
62,0.13116444494569363
63,-0.4969729876790434
