,0
0,-1.0175343516539073
1,-2.479313896497359
2,-0.04126043893689741
3,1.57922159654084
4,-0.984603331639702
5,-0.1232538009695003
6,2.363608174433858
7,0.09103468222081666
8,-0.44526949417625383
9,-0.20987974309655977
10,0.17644634780019341
11,-0.8550081925701228
12,-0.2913958513314192
13,0.1711702758420194
14,-1.042572511697663
15,0.054717408909732784
16,-1.9894152294555387
17,0.5626234031895605
18,0.8443758278861945
19,0.45696469279163204
20,0.6021870201945431
21,0.9683201519439084
22,0.44832049025466153
23,2.2753654258005267
24,-0.823394012691497
25,1.9207871923595476
26,-0.36251135224893954
27,-0.6977150123888424
28,0.42562910055748854
29,0.9651385319671639
30,1.3092450891765015
31,0.6014539952395951
32,0.4316241731401296
33,-1.6360155292212053
34,0.16829214449490904
35,-0.05054822069175635
36,0.20892871983628505
37,1.0591140484892287
38,-0.3234396091294054
39,-0.09146096885252997
40,1.492290193089303
41,-0.4277283565766257
42,-1.5206150194254866
43,-1.0304065556477482
44,0.20043236953867533
45,1.0763264542839734
46,1.4529016455539738
47,-0.0258684210468478
48,-1.7435790942449894
49,-2.4977317460816044
50,-0.014402097598313592
51,-0.08250751997596452
52,0.3076077927977725
53,-1.098188488300572
54,2.072986303405438
55,-0.4367318114129178
56,-0.22572584983775346
57,-1.1799145372191335
58,0.4649990375666882
59,0.21125045534582435
60,-2.2901834854997984
61,-1.061311021786448
62,-1.6540735362040953
63,1.792948607456534
