,0
0,0.4147710316777563
1,0.22238486892639783
2,0.38053044649241635
3,0.6581744652058193
4,1.9185004666135816
5,1.1579420695123632
6,-1.3273288985511933
7,0.7070711989205845
8,0.766558477417385
9,-0.6182272800238152
10,-1.0096866622738307
11,-0.361525320308569
12,1.3347820698937547
13,1.2869965637955836
14,1.492605457638392
15,-1.0389262220332571
16,0.00853496525724452
17,-1.2273370629098328
18,1.1311583145810962
19,-0.7436911906188409
20,-0.340620502154833
21,0.068048581883797
22,-1.1164826530777034
23,-0.23434454187682002
24,1.199794761202565
25,-0.8792567250131479
26,1.2872905583769159
27,-0.16157124179253815
28,1.4997498941490608
29,0.36240860966759164
30,1.0462329586308743
31,-0.8752093010873981
32,-0.06915046384675116
33,2.6609755220977456
34,0.5446156547190426
35,-0.5867767494503041
36,-1.7498323969395286
37,0.5824744364897628
38,-1.1766784497778116
39,-0.008861339669363059
40,-1.1246126775825924
41,-2.580173765929318
42,-1.266702177754795
43,-0.4470236948426257
44,0.8291624100918282
45,-0.5491517758455651
46,0.39784836568772775
47,-0.22821876869024654
48,-0.8648562848067456
49,-1.0764900651268192
50,-0.331717609064241
51,-0.7917523985829444
52,-0.15853411074524856
53,-0.3109633025977417
54,-0.2532399941259251
55,-0.037406601025057835
56,1.7255470552392245
57,-0.6593138106363067
58,0.1681783107709186
59,2.2918294470552634
60,-0.7502940438003765
61,-0.26346020571758466
62,0.7291050079788584
63,-1.03705414611227
